ID,WORD,BASE_YEAR,OLD_CONTEXTS,NEW_CONTEXTS
28,скорый_ADJ,2002,"[['по', 'утверждение', 'главный', 'врач', 'московский', 'скорый', 'помощь', 'игорь::элькис', 'количество', 'вызов', 'скорый', 'стабильно', 'примерно', 'пять', 'половина', 'тысяча', 'звонок', 'сутки'], ['на', 'день', 'москвич', 'потрясать', 'еще', 'один', 'преступление', 'на', 'обычный', 'московский', 'улица', 'убивать', 'не', 'кто-нибудь', 'врач', 'скорый', 'помощь', 'прибывать', 'на', 'вызов', 'как', 'раз', 'тот', 'момент', 'когда', 'он', 'оказывать', 'помощь'], ['интерес', 'край', 'мочь', 'эффективно', 'защищать', 'лишь', 'тот', 'кто', 'считать', 'он', 'свой', 'родина', 'не', 'место', 'для', 'скорый', 'обогащение', 'красноярец', 'земляк', 'не', 'население'], ['поэтому', 'быть', 'основание', 'предполагать', 'что', 'российский', 'руководство', 'понимать', 'неизбежность', 'скорый', 'удар', 'сша', 'по', 'ирак', 'быть', 'не', 'сила', 'он', 'мешать', 'решать', 'прибегать', 'классический', 'прием', 'политический', 'игра', 'проводить', 'под', 'шумок', 'собственный', 'военный', 'операция', 'ради', 'обеспечение', 'интерес', 'безопасность', 'страна'], ['как', 'первый', 'шаг', 'подготовка', 'действие', 'условие', 'химический', 'или', 'биологический', 'заражение', 'можно', 'расценивать', 'передача', 'служба', 'тыл', 'израильский', 'армия', '500', 'специальный', 'защитный', 'костюм', 'для', 'работник', 'скорый', 'помощь']]","[['скорый', 'помощь', 'мы', 'не', 'ездить', 'нет', 'ни', 'дорога', 'ни', 'бензин'], ['еще', 'ненавидеть', 'скорый', 'помощь'], ['они', 'же', 'мы', 'исполнять', 'роль', 'карета', 'скорый', 'помощь', 'тот', 'время', 'когда', 'надо', 'совершенствовать', 'система', 'управление'], ['станция', 'скорый', 'неотложный', 'медицинский', 'помощь', 'имя', 'а.пучков', 'куда', 'приходить', 'весь', 'звонок', 'москвич', 'гость', 'столица', 'на', '03', 'оборудовать', 'по', 'последний', 'слово', 'техника'], ['проходить', 'смутный', 'время', 'первоначальный', 'накопление', 'капитал', 'россия', 'когда', 'многие', 'молодой', 'человек', 'бросать', 'институт', 'погоня', 'за', 'призрак', 'скорый', 'обогащение']]"
29,итоговый_ADJ,2008,"[['итоговый', 'протокол', 'входить', 'только', 'результат', 'первый', 'попытка', 'так', 'как', 'из-за', 'сильный', 'снегопад', 'три', 'лидировать', 'экипаж', 'не', 'мочь', 'выходить', 'на', 'второй', 'заезд'], ['из', '2-й', 'другой', 'полуфиналист', 'не', 'проходить', 'финальный', 'раунд', 'более', 'высокий', 'место', 'по', 'итог', 'регулярный', 'чемпионат', 'занимать', 'магнитогорский', 'металлург', '2-й', 'против', '7-й', 'ак::барс', 'что', 'позволять', 'он', 'занимать', 'итоговый', '3-й', 'место'], ['но', 'это', 'потом', 'уже', 'осознавать', 'что', 'цифра', 'итоговый', 'место', 'навсегда', 'оставаться'], ['2006', 'год', 'сидней', 'дубай', 'ролан::гаррос', 'истборн', 'нью-хэйвный', 'итоговый', 'чемпионат', 'вта'], ['ведь', 'итоговый', 'коммюнике', 'североатлантический', 'саммит', 'быть', 'внести', 'положение', 'то', 'что', 'рано', 'или', 'поздно', 'оба', 'страна', 'обязательно', 'становиться', 'полноправный', 'член', 'блок']]","[['этот', 'успех', 'становиться', 'первый', 'история', 'мужской', 'теннис', 'на', 'итоговый', 'турнир', 'год'], ['поэтому', 'хотеть', 'опровергать', 'весь', 'провокация', 'заявление', 'то', 'что', 'цена', 'на', 'российский', 'газ', 'для', 'украина', '2010', 'год', 'существенно', 'повышаться', 'пообещать', 'премьер-министр', 'украина::юлия::тимошенко', 'сегодня', 'ход', 'итоговый', 'пресс-конференция', 'киев'], ['напоминать', 'по', 'итог', 'первый', 'полугодие', '2008', 'год', 'объем', 'реклама', 'на', 'телевидение', 'вырастать', 'на', '26,3', 'поэтому', 'даже', 'снижение', 'на', '20', 'этот', 'год', 'давать', 'итоговый', 'рост', 'по', 'сравнение', 'тот', 'же', 'период', '2007', 'год', 'считать', 'господин', 'герцев'], ['напоминать', 'нынешний', 'год', 'единственный', 'форма', 'государственный', 'итоговый', 'аттестация', 'прием', 'вуз', 'становиться', 'егэ'], ['россия', 'готовый', 'возводить', 'два', 'энергоблокий', 'аэс', 'белена', 'болгария', 'за', '3,997', 'миллиард', 'евро', 'но', 'итоговый', 'цена', 'проект', 'учет', 'инфляция', 'мочь', 'достигать', '6,5', 'миллиард', 'евро', 'заявлять', 'глава', 'росатом::сергей::кириенко', 'интервью', 'болгарский', 'газета', 'стандарт']]"
30,2011-й_ADJ,2010,"[['не', 'менее', 'оптимистично', 'звучать', 'прогноз', 'goldman::sachs', 'отношение', 'рост', 'российский', 'экономика', '5,8', 'текущий', 'год', '6,1', '2011-й'], ['согласно', 'этот', 'план', 'чистый', 'прибыль', 'почта', 'начинать', 'получать', 'лишь', '2012', 'год', 'до', 'это', 'почтовик', 'не', 'исключать', 'убыток', '2010', 'год', 'примерно', 'на', '11,2', 'миллиард', 'рубль', '2011-й', 'на', 'миллиард', 'рубль', 'смотреть', 'рбк', 'daily', 'от', '11.05.10'], ['когда', 'вместо', 'планировать', '2008', 'год', 'сдача', 'здание', 'переносить', 'на', '2011-й', 'скептик', 'этот', 'срок', 'называть', 'нереальный'], ['мы', 'разрабатывать', 'программа', 'для', 'департамент', 'экономика', 'город', 'по', 'который', 'течение', 'ближайший', 'пять', 'год', '2011-й', 'по', '2015-й', 'мы', 'планировать', 'заменять', '125', 'километр', 'сеть', 'водопровод', '40', 'километр', 'сеть', 'канализация'], ['на', 'сегодняшний', 'день', 'вакцина', 'продавать', 'только', 'сша', 'но', 'лето', '2011-й', 'появляться', 'россия']]","[['андрей', 'агентский', 'договор', 'который', 'деннис::лахтер', 'истекать', 'февраль', '2011-й', 'по', 'весь', 'видимость', 'вести', 'переговоры', 'сам'], ['кроме', 'то', 'ецб', 'вернуться', 'еще', 'один', 'мера', 'время', 'кризис', 'снова', 'быть', 'выкупать', 'гособлигация', 'на', 'этот', 'раз', 'на', 'общий', 'сумма', '40', 'мрлд', 'евро', 'ноябрь', '2011-й', 'по', 'декабрь', '2012', 'год'], ['продление', 'программа', 'утилизация', 'машина', 'до', 'конец', '2011-й', 'сам', 'эффективность', 'продажа', '50-тысячный', 'скидка', 'продавец', 'оценивать', 'по-разному'], ['апрель', '2011-й', 'районный', 'суд', 'усть-лабинск', 'краснодарский', 'край', 'по', 'место', 'прописка', 'дерипаска', 'быть', 'подавать', 'иск', 'бывший', 'компаньон'], ['если', 'прошлый', 'год', 'собственный', 'выставочный', 'пространство', 'на', 'каннский', 'земля', 'мочь', 'хвастаться', 'лишь', 'царица', 'поле', 'компания', 'интеко', 'то', '2011-й', 'макет', 'приезжать', 'ренова-стройгруп', 'система-', 'галс', 'дон', '-стрый', 'объединять', 'под', 'флаг', 'основной', 'владелец', 'втб']]"
31,осетинский_ADJ,2008,"[['однако', 'среда', 'сопредседатель', 'смешанный', 'контрольный', 'комиссия', 'скк', 'от', 'южный', 'осетия::борис::чочиев', 'заявлять', 'риа::новость', 'что', 'власть', 'непризнанный', 'республика', 'отказываться', 'от', 'планировать', 'на', 'четверг', 'двусторонний', 'встреча', 'госминистр', 'реинтеграция', 'грузия::темур::якобашвили', 'предлагать', 'проводить', 'август', 'цхинвали', 'полноценный', 'заседание', 'скк', 'орган', 'урегулирование', 'грузинский', 'осетинский', 'конфликт'], ['наш', 'дипломатия', 'нужный', 'сейчас', 'колоссальный', 'работа', 'проводить', 'для', 'то', 'чтобы', 'доказывать', 'геноцид', 'осетинский', 'народ', 'на', 'основание', 'геноцид', 'почти', '50', 'государство', 'уже', 'признавать', 'независимость', 'косово'], ['12', 'август', 'россия', 'заявлять', 'завершение', 'операция', 'по', 'принуждение', 'грузия', 'мир', '22', 'август', 'объявлять', 'что', 'заканчивать', 'отвод', 'войска', 'на', 'позиция', 'определенный', 'решение', 'смешанный', 'контрольный', 'комиссия', 'по', 'урегулирование', 'грузинский', 'осетинский', 'конфликт', 'от', '1999', 'год'], ['по', 'слово', 'александр::собянин', 'американец', 'решать', 'до', 'конец', 'выжимать', 'ресурс', 'саакашвили', 'поэтому', 'событие', 'вокруг', 'грузинский', 'осетинский', 'грузинский', 'абхазский', 'конфликт', 'сегодня', 'развиваться', 'ускорять', 'режим'], ['1993', 'год', 'российский', 'ученый', 'предпринимать', 'научный', 'экспедиция', 'дорога', 'алать', 'отправной', 'точка', 'который', 'становиться', 'река', 'дон', 'некогда', 'называть', 'осетинский', 'слово', 'вода']]","[['грузинский', 'осетинский', 'конфликт', 'становиться', 'следствие', 'губительный', 'политика', 'грузинский', 'власть', 'заявлять', 'понедельник', 'патриарх', 'московский', 'весь', 'русь::кирилл'], ['отвечать', 'на', 'вопрос', 'готовый', 'ли', 'осетинский', 'сторона', 'принимать', 'участие', 'встреча', 'парламентарий', 'россия', 'грузия', 'под', 'эгида', 'пасе', 'страсбург', 'рамка', 'осенний', 'сессия', 'парламентский', 'ассамблея', 'совет::европа', 'намечать', 'на', 'конец', 'сентябрь', 'начало', 'октябрь', 'дипломат', 'замечать', 'что', 'пока', 'юго-осетинский', 'сторона', 'не', 'получать', 'такой', 'приглашение'], ['по', 'слово', 'председатель', 'московский', 'осетинский', 'община', 'валерий::каболов', 'этот', 'недвижимость', 'принадлежать', 'он', 'он', 'никто', 'она', 'не', 'продавать'], ['редакционный', 'задание', 'звучать', 'так', 'смотреть', 'что', 'происходить', 'грузия', 'пробовать', 'выяснять', 'почему', 'грузинский', 'народ', 'так', 'любить', 'свой', 'президент', 'саакашвили', 'потом', 'пытаться', 'пересекать', 'граница', 'грузия', 'южный', 'осетия', 'продолжать', 'работа', 'на', 'осетинский', 'территория'], ['например', 'уезжать', 'из', 'осетинский', 'деревня', 'грузин', 'за', 'несколько', 'день', 'до', 'война', 'спокойный', 'осетин', 'тут', 'же', 'не', 'верить', 'она']]"
32,топливный_ADJ,2007,"[['если', 'учитывать', 'что', 'топливный', 'затрата', 'составлять', 'почти', 'половина', 'весь', 'расход', 'авиакомпания', 'логичный', 'предполагать', 'что', 'часть', 'они', 'неизбежно', 'быть', 'перелагать', 'на', 'пассажир'], ['остальной', 'участник', 'лукойл', 'транснефть', 'ассоциация', 'нефтеспецтранстехнология', 'нефтегазмаш', 'международный', 'топливный', '-энергетический', 'ассоциация', 'рао', 'роснефтегазстра', 'госконсорциа', 'экопром'], ['по', 'он', 'мнение', 'поставлять', 'топливный', 'пеллет', 'из', 'лузг', 'прибалтика', 'не', 'очень', 'выгодный', 'они', 'можно', 'продавать', 'там', 'за', '80', '90', 'долловек', 'за', 'тонна', 'тогда', 'как', 'израиль', 'испания', 'или', 'на', 'ближний', 'восток', 'платить', 'по', '200', 'долловек', 'за', 'тонна'], ['планировать', 'создание', 'совместный', 'российско-', 'украинский', 'предприятие', 'по', 'добыча', 'уран', 'кировоградский', 'область', 'налаживать', 'производство', 'топливный', 'кассета', 'на', 'российский', 'предприятие'], ['как', 'сообщать', 'информагентство', 'из-за', 'стремительно', 'дорожать', 'нефть', 'круизный', 'компания', 'один', 'за', 'другой', 'начинать', 'объявлять', 'введение', 'февраль', '2008', 'год', 'новый', 'тариф', 'на', 'топливный', 'сбор']]","[['ооо', 'южный', 'топливный', 'компания', 'ютк', 'один', 'из', 'участник', 'сегодняшний', 'конкурс', 'считать', 'свой', 'ценовой', 'заявка', 'на', 'следующий', 'год', 'обоснованный'], ['акция', 'немного', 'задержаться', 'поскольку', 'власть', 'уже', 'начинать', 'разбирательство', 'по', 'повод', 'цена', 'на', 'топливный', 'продукт'], ['если', 'цена', 'нефть', 'подниматься', 'то', 'нефтяной', 'компания', 'поднимать', 'цена', 'на', 'нефтепродукт', 'несмотря', 'на', 'заявление', 'фас', 'соглашаться', 'исполнительный', 'директор', 'российский', 'топливный', 'союз', 'григорий::сергиенко'], ['взорваться', 'топливный', 'бак'], ['такой', 'топливный', 'политика', 'мы', 'лишиться', 'региональный', 'перевозка']]"
33,цветной_ADJ,2006,"[['кроме', 'то', 'предел', 'арктический', 'шельф', 'рф', 'сконцентрировать', 'крупный', 'запас', 'различный', 'вид', 'твердый', 'полезный', 'ископаемое', 'тот', 'число', 'цветной', 'редкий', 'драгоценный', 'металл'], ['участницам', 'исследование', 'демонстрироваться', 'серия', 'из', '55', 'цветной', 'слайд', 'являться', 'на', 'экран', 'интервал', 'несколько', 'секунда'], ['так', 'называться', 'новый', 'проект', 'московский', 'цирк', 'никулин', 'премьера', 'который', 'состояться', 'сегодня', 'вечер', 'на', 'цветной', 'бульвар'], ['поинтересоваться', 'являться', 'ли', 'цвет', 'натуральный', 'особенность', 'это', 'касаться', 'цветной', 'жемчуг', 'серый', 'голубой', 'черный', 'то'], ['какой-то', 'момент', 'всеобщий', 'веселье', 'голубой', 'небо', 'заполниться', 'цветной', 'купол', 'парашют']]","[['тот', 'время', 'оставаться', 'замечательный', 'фотография', 'розовый', 'платье', 'голубой', 'носочек', 'надо', 'же', 'быть', 'так', 'наряжать', 'какой-то', 'собачка', 'стоить', 'возле', 'метро', 'цветной', 'бульвар'], ['оказываться', 'это', 'подросток', 'цветной', 'малограмотный'], ['основной', 'он', 'компонент', 'навесной', 'панель', 'цветной', 'стекло', 'витраж', 'быть', 'делать', 'единый', 'конструкционный', 'гармония', 'расположенный', 'по', 'соседство', 'большой', 'ледовый', 'арена', 'на', '12', 'тысяча', 'место'], ['прихожая', 'висеть', 'огромный', 'цветной', 'шарж', 'спартаковцо', 'комната', 'рома', 'как', 'автономный', 'отсек', 'космический', 'корабль'], ['особенно', 'заметно', 'этот', 'рвение', 'последний', 'год', 'бомбежка', 'белград', 'череда', 'цветной', 'революция', 'бывший', 'соцреспублик', 'двойной', 'стандарт', 'территориальный', 'спор']]"
34,трансферный_ADJ,2008,"[['самарский', 'клуб', 'нацелиться', 'на', 'йордан::тодоров::межсезонье', 'футбол', 'пора', 'слух', 'разговор', 'трансферный', 'сенсация'], ['думать', 'новый', 'ограничение', 'заставлять', 'тренер', 'руководитель', 'изменять', 'качество', 'трансферный', 'политика', 'свой', 'клуб'], ['по', 'данные', 'the::times', 'еще', 'один', 'цель', 'челси', 'на', 'трансферный', 'рынок', 'мочь', 'становиться', 'капитан', 'локо', 'динияр::билялетдинов'], ['переберться', 'ли', 'футболист', 'сборная', 'россия', 'на', 'туманный', 'альбион', 'мы', 'узнавать', 'совсем', 'скоро', 'трансферный', 'окно', 'закрывать', 'конец', 'текущий', 'месяц'], ['лига', 'чемпион', 'старый', 'синьора', 'ударно', 'поработать', 'на', 'трансферный', 'рынок']]","[['это', 'если', 'не', 'возникать', 'задержка', 'связывать', 'получение', 'трансферный', 'карта', 'от', 'иихф'], ['прошлый', 'год', 'мы', 'кардинальный', 'образ', 'менять', 'принцип', 'свой', 'трансферный', 'работа', 'объяснять', 'алханов'], ['ибсон', 'мочь', 'начинать', 'свой', 'выступление', 'за', 'спартак', 'только', 'август', 'когда', 'россия', 'открываться', 'летний', 'трансферный', 'окно'], ['на', 'трансферный', 'рынок', 'армеец', 'поработать', 'не', 'слишком', 'активно', 'особенно', 'если', 'учитывать', 'что', 'переход', 'карвальо', 'это', 'не', 'приобретение', 'полный', 'смысл', 'слово', 'возвращение', 'игрок', 'из', 'аренда'], ['случай', 'положительный', 'исход', 'футболист', 'мочь', 'заявлять', 'за', 'ростов', 'вне', 'трансферный', 'окно']]"
35,экспертный_ADJ,2001,"[['по', 'экспертный', 'оценка', 'ущерб', 'от', 'жульничество', 'врач', 'составлять', 'прошлый', 'год', 'германия', 'миллиард', 'марка'], ['последний', 'время', 'появляться', 'немало', 'экспертный', 'исследование', 'который', 'анализировать', 'нынешний', 'состояние', 'российский', 'экономика'], ['точно', 'выжимкий', 'экспертный', 'заключение', 'по', '120-страничный', 'проектный', 'эскиз', 'представлять', 'международный', 'консорциум', '12', 'январь', '2001'], ['экспертный', 'совет', 'по', 'металлургия', 'понадобиться', 'еще', 'несколько', 'месяц', 'чтобы', 'убеждать', 'исполнительный', 'власть', 'необходимость', 'ограничительный', 'мера'], ['сегодня', 'это', 'самый', 'авторитетный', 'экспертный', 'организация']]","[['экспертный', 'гоночный', 'модель', 'ведущий', 'компания', 'например', 'nordica', 'lange', 'rossignol', 'этот', 'регулировка', 'иметь', 'два', 'положение', 'жесткий', 'мягкий', 'ряд', 'другой', 'модель', 'tecnica', 'kneissl', 'снабжать', 'пружина', 'регулятор', 'который', 'позволять', 'плавно', 'изменять', 'она', 'жесткость'], ['андрей::нещадин', 'исполнительный', 'директор', 'экспертный', 'институт'], ['находить', 'подземный', 'город', 'бомж', 'гражданин::германия', 'консультант', 'консультационный', 'экспертный', 'совет', 'комитет', 'государственный', 'дума', 'по', 'собственность', 'бомж', 'подкараулить', 'поздно', 'вечер', 'рядом', '103-й', 'дом', 'на', 'проспект', 'вернадский'], ['оператор', 'оставаться', 'довольный', 'свой', 'работа', 'получать', 'экспертный', 'заключение', 'то', 'что', 'сердце', 'мой', 'принадлежать', 'один', '-единственный'], ['по', 'слово', 'заместитель', 'председатель', 'комитет', 'по', 'культура', 'искусство', 'обладминистрация', 'любовь::саблукова', 'состав', 'экспертный', 'группа', 'специалист', 'зарабатывать', 'от', 'полтора', 'тысяча', 'рубль', 'месяц', 'иногда', 'большой']]"
36,киргизский_ADJ,2004,"[['пятница', 'начинаться', 'внеочередный', '18-й', 'сессия', 'собрание', 'народный', 'представитель', 'киргизский', 'парламент', 'на', 'который', 'президент', 'киргизия::аскар::акаев', 'предлагать', 'новый', 'структура', 'кабинет', 'министр'], ['плановый', 'штабной', 'учение', 'принимать', 'участие', 'офицер', 'российский', 'казахский', 'киргизский', 'таджикский', 'батальон', 'ксбругой'], ['цель', 'визит', 'обсуждение', 'вопрос', 'расширение', 'российско-', 'киргизский', 'сотрудничество', 'энергетический', 'сфера'], ['горный', 'ущелье', 'не', 'контролировать', 'ни', 'киргизский', 'ни', 'таджикский', 'власть', 'можно', 'легко', 'затеряться'], ['если', 'боевик', 'снова', 'пытаться', 'прорываться', 'узбекистан', 'по', 'какой', 'путь', 'они', 'пойти', 'как', 'они', 'встречать', 'местный', 'киргизский', 'население']]","[['поэтому', 'читать', 'слушать', 'что', 'видеться', 'мы', 'российский', 'берег', 'за', 'сегодняшний', 'киргизский', 'жизнь', 'что', 'не', 'видеться', 'вы', 'за', 'ваш', 'баррикада'], ['между', 'то', 'именно', 'дефицит', 'земля', 'вода', 'становиться', 'лейтмотив', 'тот', 'старый', 'столкновение', 'на', 'этнический', 'почва', 'правда', 'многое', 'благодаря', 'усилие', 'неформальный', 'организация', 'как', 'киргизский', 'так', 'узбекский', 'действовать', 'тот', 'время', 'ошский', 'область'], ['то', 'не', 'менее', 'российский', 'политтехнолог', 'который', 'сейчас', 'работать', 'бишкек', 'не', 'мочь', 'игнорировать', 'этот', 'опыт', 'вынуждать', 'более', 'осторожно', 'ответственно', 'относиться', 'свой', 'работа', 'да', 'сотрудничать', 'они', 'киргизский', 'силовик', 'отличаться', 'достаточно', 'высокий', 'аналитический', 'подготовка', 'профессионализм'], ['рф', 'поддерживать', 'курс', 'киргизский', 'руководство', 'на', 'проведение', 'республика', 'демократический', 'преобразование', 'укрепление', 'гражданский', 'общество'], ['кроме', 'то', 'по', 'данные', 'rbc', 'daily', 'делегация', 'китайский', 'военный', 'проводить', 'переговоры', 'свой', 'киргизский', 'коллега', 'бишкек']]"
37,полевой_ADJ,2007,"[['еще', 'два', 'год', 'назад', 'оперативный', 'путь', 'быть', 'получать', 'аудиозапись', 'разговор', 'между', 'уничтожать', 'этот', 'год', 'полевой', 'командир', 'ризван::читигов', 'находиться', 'на', 'восток', 'некий', 'хизир::алхазуров', 'который', 'являться', 'один', 'из', 'представитель', 'боевик', 'за', 'рубеж'], ['глава::оон', 'начало', 'февраль', 'заявлять', 'что', 'намерен', 'разделять', 'департамент', 'операция', 'по', 'поддержание', 'мир', 'на', 'два', 'департамент', 'миротворческий', 'операция', 'департамент', 'полевой', 'поддержка', 'также', 'создавать', 'управление', 'по', 'вопрос', 'разоружение', 'который', 'быть', 'подчиняться', 'непосредственно', 'генсек'], ['любопытный', 'что', 'зоркий', 'этот', 'время', 'на', 'поле', 'всего', 'восемь', 'полевой', 'игрок'], ['он', 'вечный', 'как', 'вечный', 'землепашец', 'чтобы', 'не', 'дурак', 'расслабляться', 'по', 'полный', 'после', 'трудоемка', 'весенне-', 'полевой', 'страда'], ['как', 'установить', 'следствие', 'костяк', 'группа', 'террорист', 'составлять', 'уроженец', 'селение', 'кудали', 'гунибский', 'район', 'который', 'учиться', 'минный', 'взрывный', 'дело', 'полевой', 'командир', 'хаттаб']]","[['учение', 'длиться', 'до', 'конец', 'июль', 'быть', 'проходить', 'два', 'этап', 'отработка', 'командный', 'штабной', 'навык', 'на', 'уровень', 'сухопутный', 'бригада', 'спасательный', 'работа', 'полевой', 'условие'], ['однако', 'реальный', 'угроза', 'терять', 'друг', 'друг', 'все-таки', 'объединять', 'женщина', 'возвращаться', 'мужчина', 'закидывать', 'на', 'плечо', 'ружье', 'из', 'который', 'хотеть', 'застрелиться', 'собирать', 'для', 'жена', 'полевой', 'цветы'], ['на', 'основа', 'этот', 'предприятие', 'агрохолдингать', 'рассчитывать', 'создавать', 'полный', 'цикл', 'производство', 'от', 'селекция', 'полевой', 'культура', 'до', 'получение', 'семя', 'товарный', 'репродукция', 'вывод', 'они', 'на', 'рынок'], ['по', 'правило', 'иихф', 'команда', 'быть', 'десять', 'минута', 'на', 'то', 'что', 'переодеть', 'полевой', 'игрок', 'вратарь'], ['полевой', 'форма', 'предполагать', 'служба', 'действие', 'войска', 'объяснять', 'генерал']]"
