ID,WORD,BASE_YEAR,OLD_CONTEXTS,NEW_CONTEXTS
140,неудивительный_ADJ,2005,"[['оба', 'сторона', 'явно', 'стараться', 'создавать', 'хотя', 'бы', 'видимость', 'интеграция', 'что', 'неудивительный'], ['так', 'что', 'неудивительный', 'что', 'даже', 'рекордный', 'рост', 'цена', 'на', 'нефть', 'практически', 'переставать', 'сказываться', 'на', 'рост', 'ввп', 'благодаря', 'приток', 'валюта', 'расти', 'лишь', 'лежать', 'мертвый', 'груз', 'стабфонд'], ['неудивительный', 'товар', 'первый', 'необходимость', 'дорожать', 'полтора', 'раз', 'быстро'], ['то', 'что', 'мода', 'на', 'ipo', 'доходить', 'до', 'химический', 'отрасль', 'неудивительный', 'этот', 'год', 'уже', 'более', 'десяток', 'российский', 'компания', 'размещать', 'свой', 'акция', 'будущий', 'год', 'они', 'число', 'мочь', 'доходить', 'до', '40'], ['начальник', 'аналитический', 'управление', 'центр', 'политический', 'конъюнктура', 'александр::шатилов', 'также', 'считать', 'неудивительный', 'появление', 'иванов', 'кандидат', 'мэр', 'использовать', 'свой', 'агитация', 'вопрос', 'межнациональный', 'отношение']]","[['неудивительный', 'что', 'очередной', 'появление', 'на', 'стадион', 'российский', 'биатлонист', 'приветствоваться', 'необычайно', 'бурно'], ['неудивительный', 'что', 'мы', 'страна', 'привозить', 'мясо', 'из', 'списать', 'запас', 'нато'], ['это', 'неудивительный', 'пока', 'ставка', 'по', 'ипотечный', 'кредит', 'оставаться', 'на', 'высокий', 'уровень', 'среднее', '14', '15', 'рубль', '10', '11', 'валюта'], ['неудивительный', 'что', 'запрещать', 'напиток', 'пропадать', 'витрина', 'магазин', 'даже', 'госдума', 'хотя', 'вовсю', 'продаваться', 'там', 'после', 'указ', 'онищенко'], ['так', 'что', 'неудивительный', 'что', 'по', 'данные', 'многочисленный', 'опрос', 'два', 'треть', 'горожанин', 'вообще', 'не', 'чувствовать', 'себя', 'безопасность', 'тот', 'же', 'большинство', 'из', 'они', 'не', 'доверять', 'милиция']]"
141,великолепный_ADJ,2010,"[['акинфеев', 'особенно', 'шунин', 'проводить', 'великолепный', 'матч'], ['сейчас', 'премьер-лига', 'практически', 'не', 'оставаться', 'клуб', 'который', 'не', 'мочь', 'хвастаться', 'современный', 'тренировочный', 'поле', 'комфортный', 'номер', 'для', 'проживание', 'великолепный', 'фитнес-', 'залай', 'другой', 'условие', 'который', 'необходимый', 'для', 'работа', 'солидный', 'команда'], ['великолепный', 'жена'], ['как', 'бы', 'то', 'ни', 'быть', 'наш', 'правый', 'край', 'отыгрывать', 'этот', 'матч', 'просто', 'великолепный'], ['брызгалов', 'проводить', 'великолепный', 'сезон']]","[['ну', 'на', 'обязательный', 'вопрос', 'не', 'хотеть', 'бы', 'вы', 'поучаствовать', 'российский', 'спектакль', 'или', 'фильм', 'отвечать', 'что', 'принцип', 'открытый', 'длль', 'предложение', 'но', 'из', 'режиссер', 'знать', 'только', 'никита::михалков', 'чей', 'утомленный', 'солнце', 'считать', 'великолепный', 'картина'], ['но', 'не', 'понимать', 'для', 'что', 'он', 'нужный', 'такой', 'пиар', 'мы', 'играть', 'янг::бойз', 'на', 'великолепный', '30-тысячный', 'стадион'], ['что', 'сказать', 'гола', 'терек', 'павленко', 'власов', 'павленко', 'быть', 'великолепный'], ['обычно', 'говорить', 'что', 'один', 'победа', 'два', 'гостевой', 'матч', 'плей-офф', 'великолепный', 'результат'], ['но', 'очень', 'рад', 'что', 'после', 'такой', 'великолепный', 'праздник', 'борьба', 'каждый', 'суровый', 'дагестанец', 'кто', 'посчастливиться', 'посещать', 'турнир', 'быть', 'хранить', 'сердце', 'самый', 'теплый', 'воспоминание']]"
142,томский_ADJ,2011,"[['интересный', 'почему', 'клуб', 'обращаться', 'за', 'помощь', 'так', 'далеко', 'наверх', 'перепрыгнуть', 'через', 'местный', 'власть', 'губернатор', 'томский', 'область', 'обрисовать', 'ситуация', 'буквально', 'один', 'штрих', 'менеджер', 'клуб', 'жрать', 'ресторан'], ['напоминать', 'январь', '2010', 'год', 'после', 'преступление', 'против', 'томский', 'журналист', 'который', 'обвинять', 'сотрудник', 'милиция', 'губернатор', 'томский', 'область', 'виктор::кресс', 'предлагать', 'проводить', 'выборы', 'участковый'], ['читать', 'сми', 'видеть', 'интервью', 'губернатор', 'томский', 'область', 'который', 'он', 'говорить', 'то', 'что', 'планировать', 'платить', 'заработный', 'плата', 'игрок', 'ликвидировать', 'накопиться', 'задолженность'], ['еще', 'один', 'важный', 'момент', 'применительно', 'игра', 'спартак', 'томский', 'гол', '19&#8209;', 'летний', 'каюмов'], ['весь', 'последний', 'катастрофа', 'аварийный', 'посадка', 'петрозаводск', 'благовещенск', 'томский', 'область', 'объединять', 'общий', 'черта', 'они', 'происходить', 'авиакомпание', 'который', 'обладать', 'самолет', 'не', 'состояние', 'обеспечивать', 'должный', 'уровень', 'безопасность']]","[['затем', 'глава', 'высший', 'совет', 'единый', 'россия', 'борис::грызлов', 'представлять', 'президент', 'три', 'кандидатура', 'на', 'должность', 'глава', 'томский', 'область'], ['при', 'это', 'весь', 'устраивать', 'томский', 'клуб'], ['напоминать', 'виталий::маркелов', 'являться', 'еще', 'депутат', 'законодательный', 'дума', 'томский', 'область', 'высокий', 'пост', 'газпром', 'он', 'занимать', 'уже', 'после', 'региональный', 'думский', 'выборы'], ['после', 'михальчук', 'должность', 'лишаться', 'губернатор', 'томский', 'область', 'виктор::кресс'], ['команда', 'вливаться', 'также', 'новый', 'старый', 'человек', 'для', 'томский', 'область', 'промышленник', 'последний', 'время', 'возглавлять', 'зао', 'атомстройэкспорт', 'заниматься', 'строительство', 'объект', 'атомный', 'энергетика', 'за', 'рубеж', 'леонид::резников', 'промышленность', 'тэк', 'сенатор', 'владимир::жидкий', 'внутренний', 'политика', 'бывший', 'военный', 'прокурор', 'вячеслав::семенченко']]"
143,вынуждать_ADJ,2002,"[['местоположение', 'от', 'стадион', 'до', 'ближайший', 'общественный', 'транспорт', 'автобус', 'простой', 'болельщик', 'вынуждать', 'пешкодралять', 'около', 'сорок', 'пять', 'минута'], ['финансирование', 'психиатрия', 'настолько', 'далекий', 'от', 'идеал', 'что', 'правление', 'российский', 'общество', 'психиатр', 'быть', 'вынуждать', 'обращаться', 'федеральный', 'собрание', 'государственный', 'дума', 'совет::безопасность', 'президент', 'российский', 'федерация'], ['так', 'свой', 'седой', 'год', 'вынуждать', 'разбрасываться', 'как', 'мальчик'], ['компания', 'настоящий', 'время', 'вынуждать', 'оправдываться', 'что', 'соблюдать', 'вводить', 'отношение', 'ирак', 'торгово-экономический', 'санкция', 'не', 'знать', 'какой', 'образ', 'лакомство', 'попадать', 'на', 'стол', 'саддам'], ['за', 'время', 'вынуждать', 'отдых', 'алина', 'очень', 'сильно', 'поправиться']]","[['этот', 'человек', 'как', 'правило', 'так', 'вынуждать', 'соблюдать', 'диета', 'который', 'входить', 'блюдо', 'хорошо', 'проваренный', 'нет', 'острый', 'жареный', 'пряность', 'соленость'], ['забастовщик', 'блокировать', 'летний', 'подмостки', 'альби', 'популярнейший', 'музыкальный', 'фестиваль', 'франкофоль', 'ла-рошель', 'который', 'быть', 'вынуждать', 'выбросить', 'белый', 'флаг', 'устраивать', 'беспорядок', 'диснейленд', 'под', 'париж'], ['весь', 'они', 'вынуждать', 'лгать'], ['принимать', 'искренний', 'соболезнование', 'приносить', 'извинение', 'что', 'вынуждать', 'сообщать', 'тяжелый', 'факт', 'постигнуть', 'вы', 'горе'], ['трагедия', 'вынуждать', 'смотреть', 'на', 'мир', 'по-новому', 'делить', 'время', 'на', 'до', 'после']]"
144,кипрский_ADJ,2013,"[['согласно', 'же', 'декларация', 'керимов', 'за', '2011', 'год', 'на', 'он', 'как', 'минимум', 'оформить', 'зарегистрировать', 'на', 'бермуды::ао', 'алтитьюд', '20', 'кипрский', 'аникет::инвестментс', 'лимитед'], ['середина', 'январь', 'через', 'несколько', 'день', 'после', 'приватизация', 'контрольный', 'пакет', 'ванинский', 'порт', 'конкурс', 'выигрывать', 'мечел-транс', 'бумага', 'оказываться', 'под', 'контроль', 'кипрский', 'офшор', 'оперн::трейд::лимитед', 'седмино::инвестментс::лимитед', 'травин::трейдинг::лимитед'], ['по', 'предварительный', 'прикидка', 'много', 'все', 'деньги', 'мочь', 'терять', 'гражданин', 'россия', 'контролировать', 'они', 'через', 'кипрский', 'фирма', 'предприятие', 'также', 'российский', 'банк', 'среди', 'который', 'втб', 'сбербанк'], ['ответ', 'тысяча', 'сотрудник', 'кипрский', 'банк', 'пообещать', 'устраивать', 'вторник', 'забастовка'], ['по', 'слово', 'пашкова', 'он', 'единственный', 'собственник', 'кипрский', 'компания', 'феканат::холдингс::к']]","[['кипрский', 'миллиардер', 'стелиос', 'хаджи-', 'иоанн', 'доказывать', 'что', 'не', 'зря', 'брать', 'взаймы', 'отец', 'на', 'развитие', 'бизнес'], ['владелец', '25,4', 'акция', 'стс', 'являться', 'кипрский', 'telcrest::investments', 'который', 'банк', 'россия', 'принадлежать', 'напрямую', 'через', 'дочерний', 'компания', 'более', '50', 'согласно', 'данные', 'кипрский', 'реестр', 'компания', 'выписка', 'быть', 'рбк'], ['крупный', 'акционер', 'прб', 'числиться', 'кипрский', 'компания', 'ратто::холдингс::лимитед', 'московский', 'бизнесмен', 'владимир::боголюбский', 'который', 'принадлежать', 'по', '19,99', 'акция', 'банк'], ['лотерея', 'победа', 'организовывать', 'структура', 'министерство', 'оборона', 'полностью', 'избавляться', 'от', 'кипрский', 'учредитель'], ['на', 'заседание', 'госдума', 'директор', 'по', 'маркетинг', 'games::operation::division', 'mail.ru::group', 'михаил::кочергин', 'называть', 'world', 'of', 'tanks', 'кипрский', 'офшорный', 'игра']]"
145,полевой_ADJ,2005,"[['сентябрь', '2003', 'год', 'ханты-мансийский', 'автономный', 'округ', 'во', 'время', 'военный', 'полевой', 'сбор', 'скончаться', '11-классник', 'пионерский', 'средний', 'школа', 'александр::бочанов'], ['несмотря', 'на', 'весь', 'свой', 'привлекательность', 'такой', 'заем', 'иметь', 'много', 'вшивать', 'опция', 'который', 'делать', 'этот', 'кредит', 'дорогой', 'удовольствие', 'сообщать', 'rbc', 'daily', 'наталья::даудрих', 'руководитель', 'отдел', 'полевой', 'исследование', 'има', 'консалтинг'], ['ну', 'например', 'какой', 'чертополох', 'побивать', 'стекло', 'если', 'кругом', 'полевой', 'цветы', 'кто', 'напоить', 'русский', 'не', 'китаец', 'ли', 'наконец', 'кто', 'именно', 'развязывать', 'вести', 'война'], ['на', 'выходить', 'много', 'полевой', 'командир', 'свой', 'время'], ['как', 'сообщать', 'корреспондент', 'новый::регион', 'министерство', 'сельский', 'хозяйство', 'активно', 'другой', 'готовиться', 'весенний', 'полевой', 'работа', 'брединск', 'варненск', 'карталинск', 'кизильск', 'уйск', 'чебаркульский', 'район', 'где', 'обрабатывать', 'до', '90', 'семенной', 'зерно']]","[['среди', 'они', 'быть', 'даже', 'полевой', 'командир', 'который', 'число', 'прочий', 'сдаваться', 'под', 'личный', 'гарантия', 'премьер', 'чечня::рамзан::кадыров'], ['угроза', 'распространение', 'туляремия', 'появляться', 'свердловский', 'область', 'начало', 'сезон', 'полевой', 'работа'], ['инженерный', 'войска', 'современный', 'армия', 'состоять', 'из', 'соединение', 'часть', 'подразделение', 'разделяться', 'по', 'назначение', 'инженерный', '-саперная', 'штурмовый', 'заграждение', 'разграждение', 'мостостроительной', 'мостовая', 'понтонно', 'мостовая', 'понтонный', 'переправочно', '-десантный', 'амфибийный', 'позиционный', 'маскировочный', 'полевой', 'водоснабжение', 'добыча', 'очистка', 'вода', 'инженерный', 'строительный', 'другой'], ['на', 'всякий', 'случай', 'промыть', 'пластина', 'до', 'блеск', 'потом', 'класть', 'полевой', 'гость', 'под', 'ветровой', 'стекло', 'свой', 'трактор', 'кататься', 'такой', 'отражатель', 'по', 'деревня', 'еще', 'два', 'неделя'], ['щиток', 'защищать', 'нога', 'спереди', 'вратарь', 'почти', 'такой', 'же', 'как', 'полевой', 'игрок']]"
146,ужасный_ADJ,2009,"[['запах', 'стоить', 'просто', 'ужасный'], ['нет', 'на', 'нынешний', 'радио', 'ни', 'led::zeppelin', 'ни', 'pink::floyd', 'ни', 'black::sabbath', 'не', 'говорить', 'уж', 'ужасный', 'элис::купер'], ['еще', 'музыка', 'из', 'салон', 'громко', 'звучать', 'рассказывать', 'галина::савченко', 'свидетель', 'ужасный', 'дтп', 'происходить', 'на', 'круг', 'педагогический', 'университет'], ['встреча', 'для', 'вас', 'лучший', 'игрок', 'история', 'шведский', 'хоккей', 'петер::форсберг', 'рассказывать', 'советский', 'спорт', 'почему', 'он', 'до', 'сей', 'пора', 'играть', 'после', 'столько', 'ужасный', 'травма', 'объяснять', 'что', 'уступать', 'яромир::ягру'], ['ужасный', 'дтп', 'происходить', 'на', 'улица', 'шарангович', 'когда', 'водитель', 'маршрутка', '1188', 'ехать', 'со', 'сторона', 'улица', 'лобанк', 'направление', 'улица']]","[['мочь', 'быть', 'вопрос', 'бы', 'не', 'стоять', 'если', 'бы', 'фотография', 'быть', 'выбирать', 'хороший', 'но', 'ряд', 'случай', 'снимок', 'откровенно', 'ужасный', 'отмечать', 'витман'], ['на', 'первый', 'встреча', 'сказать', 'оператор', 'если', 'кашлять', 'два', 'раз', 'значит', 'партнер', 'ужасный'], ['однако', 'германия', 'суббота', 'мы', 'застрять', 'ужасный', 'пробка', 'направляться', 'варшава'], ['кстати', 'как', 'следствие', 'ужасный', 'поле', 'высокий', 'травматизм'], ['зрелище', 'на', 'самый', 'дело', 'быть', 'ужасный', 'представлять', 'себя', 'прозрачный', 'капроновый', 'колготки', 'синий', 'цвет']]"
147,болотный_ADJ,2011,"[['болотный', 'набережная'], ['техника', 'выходить', 'на', 'болотный', 'площадь', 'практически', 'сразу', 'после', 'то', 'как', 'человек', 'расходиться', '18', 'час', 'уже', 'идти', 'полномасштабный', 'уборка'], ['сцена', 'занимать', 'человек', 'который', 'еще', 'задница', 'не', 'остыть', 'от', 'депутатский', 'кабинет', 'обрушиваться', 'на', 'предыдущий', 'хозяин', 'болотный', 'иван::миронов'], ['болотный', 'неудача', 'динамо', 'матч-феерия', 'краснодар', 'спартак', 'видеобзор', 'матч'], ['по', 'слово', 'организатор', 'желать', 'мочь', 'сразу', 'подходить', '14', '00', 'на', 'болотный', 'они', 'быть', 'развлекать', 'популярный', 'сеть', 'группа', 'рабфак']]","[['ворсобин', 'по-моему', 'болотный', 'проигрывать', 'информационный', 'война'], ['по', 'слово', 'собеседник', 'рбк', 'daily', 'весь', 'электорат', 'болотный', 'прохоров', 'конечно', 'не', 'собирать', 'поскольку', 'там', 'еще', 'быть', 'левый', 'либерал', 'это', 'сторонник', 'григорий::явлинский', 'михаил::ходорковский'], ['если', 'россия', 'срочно', 'не', 'заниматься', 'воспитание', 'подрастать', 'поколение', 'она', 'ждать', 'вскоре', 'нечто', 'гораздо', 'страшный', 'болотный'], ['лишь', 'однажды', 'расхохотаться', 'на', 'болотный', 'кстати', 'от', 'этот', 'занятие', 'даже', 'уставать', 'паренек', 'из', 'колонна', 'хамовники', 'нести', 'табличка', 'один', 'раз', 'сходить', 'на', 'митинг', '365', 'день', 'работать', 'на', 'оборот', 'не', 'давать', 'вернуть', 'страна', '90-й'], ['мочь', 'быть', 'именно', 'они', 'основное', 'пополнять', 'ряд', 'оккупайабай', 'митинг', 'на', 'болотный']]"
148,универсальный_ADJ,2012,"[['розничный', 'специализированный', 'игрок', 'не', 'мочь', 'по', 'объем', 'зарплатный', 'проект', 'сравниться', 'универсальный', 'говорить', 'председатель', 'правление', 'банк', 'ренессанс::капитал', 'алексей::левченко'], ['вы', 'знать', 'что', 'иногда', 'она', 'использовать', 'не', 'самый', 'праведный', 'цель', 'технология', 'то', 'универсальный', 'можно', 'сносить', 'правительство', 'можно', 'оппозиция'], ['настоящий', 'время', 'оао', 'уэк', 'координатор', 'оператор', 'одноименный', 'проект', 'путем', 'конкурс', 'отбирать', 'компания', 'который', 'быть', 'делать', 'универсальный', 'электронный', 'карта'], ['поразмыслить', 'творец', 'порождать', 'универсальный', 'объект', 'воспринимать', 'весь', 'пять', 'чувство', 'человека'], ['они', 'мочь', 'быть', 'универсальный', 'или', 'тематический']]","[['борис::эйфман', 'развивать', 'тема', 'универсальный', 'артист', 'пояснять', 'что', 'современный', 'выпускник', 'балетный', 'школа', 'как', 'правило', 'плохо', 'справляться', 'неклассический', 'танец'], ['уже', 'уставать', 'объяснять', 'что', 'два', 'звезда', 'универсальный', 'артист', 'это', 'живой', 'звук'], ['поэтому', 'мы', 'брать', 'наиболее', 'универсальный', 'траектория', 'обеспечивать', 'решение', 'различный', 'задача'], ['но', 'билл', 'подбирать', 'универсальный', 'ребята', 'не', 'только', 'акцент', 'на', 'оборона'], ['анатолий', 'универсальный', 'мочь', 'выходить', 'на', 'несколько', 'позиция']]"
149,трехлетний_ADJ,2012,"[['как', 'становиться', 'известный', 'рбк', 'daily', 'трехлетний', 'программа', 'премирования', 'руководить', 'сотрудник', 'случай', 'падение', 'цена', 'акция', 'низкий', 'зафиксировать', 'договор', 'предусматривать', 'что', 'компания', 'выкупать', 'бумага', 'процент', 'по', 'предоставлять', 'для', 'опционый', 'заем'], ['брать', 'например', 'гибель', 'трехлетний', 'дима::иншакулов'], ['руководство', 'блюзмен', 'готовый', 'предлагать', '20-летний', 'форварда', 'трехлетний', 'контракт'], ['многие', 'европейский', 'банк', 'готовый', 'досрочно', 'вернуть', 'часть', 'средство', 'ецб', 'выдавать', 'ранее', 'финансовый', 'компания', 'более', 'триллион', 'евро', 'вид', 'трехлетний', 'кредит'], ['по', 'слово', 'семыкин', 'контракт', 'на', 'трехлетний', 'срок', 'аренда', 'нестационарный', 'объект', 'оопт', 'колебаться', 'от', '150', 'до', '500', 'тысяча', 'рубль', 'зависимость', 'от', 'место', 'расположение', 'род', 'деятельность']]","[['руководитель', 'блок', 'по', 'работа', 'частный', 'клиент', 'ик', 'атон', 'виктор::долженко', 'полагать', 'что', 'большой', 'вклад', 'развитие', 'фондовый', 'рынок', 'мочь', 'давать', 'именно', 'индивидуальный', 'инвестиционный', 'счет', 'не', 'трехлетний', 'налоговый', 'льгота', 'для', 'инвестор'], ['несмотря', 'на', 'то', 'что', 'официальный', 'источник', 'утверждать', 'стабилизация', 'ситуация', 'вспышка', 'энтеровирусный', 'инфекция', 'ростов-на-дону', 'который', 'начинаться', 'июнь', 'когда', 'от', 'менингит', 'вызывать', 'она', 'умирать', 'трехлетний', 'воспитанник', 'детсад', 'теремок', 'положение', 'продолжать', 'оставаться', 'очень', 'напряженный'], ['смерть', 'еще', 'один', 'наш', 'трехлетний', 'малыш', 'сша', 'окончательно', 'закрывать', 'вопрос', 'усыновление', 'наш', 'ребенок', 'соединять', 'штат', 'писать', 'свой', 'твиттер', 'глава', 'думский', 'комитет', 'по', 'международный', 'дело', 'алексей::пушков'], ['согласно', 'она', 'жизнь', 'футбольный', 'команда', 'состоять', 'из', 'трехлетний', 'цикл', 'по', 'окончание', 'который', 'необходимый', 'что-то', 'кардинально', 'менять', 'или', 'строить', 'новый', 'команда', 'другой', 'состав', 'изменять', 'тактика', 'свежий', 'взгляд', 'или', 'менять', 'тренер'], ['турагентам', 'просто', 'невыгодно', 'принимать', 'документ', 'на', 'многократный', 'трехлетний', 'виза', 'для', 'свой', 'клиент']]"
