ID,WORD
0,abnorm
1,absolutt
2,absurd
3,advarende
4,advart
5,aerodynamisk
6,aggressiv
7,aggressivt
8,aktverdig
9,akutt
10,alarmerende
11,alienert
12,allergisk
13,allsidig
14,altruistisk
15,altruistiske
16,alvorlig
17,alvorsfull
18,amatørmessig
19,ambisiøs
20,ambisiøst
21,ambivalent
22,anarkistisk
23,anemisk
24,angerfull
25,angrende
26,anklagede
27,anmassende
28,annenrangs
29,anselig
30,anspent
31,anstrengende
32,anstrengt
33,ansvarlig
34,ansvarsløs
35,antagonistisk
36,antikvert
37,antitetisk
38,apatisk
39,apokalyptisk
40,arbeidsledig
41,arbeidsløs
42,arbeidsom
43,arg
44,arkaisk
45,arrogant
46,attraktiv
47,attraktivt
48,autentisk
49,autokratiske
50,autonom
51,autoritær
52,avansert
53,avbrutt
54,avfeldig
55,avgjort
56,avgjørende
57,avhengig
58,avkreftet
59,avmagret
60,avskrekkende
61,avskyelig
62,avslappet
63,avvikende
64,avviklet
65,avvisende
66,avvist
67,bakstreversk
68,balanserte
69,banal
70,banebrytende
71,barbarisk
72,barbariske
73,barmhjertig
74,barnslig
75,barsk
76,bebreidende
77,bedra
78,bedragersk
79,bedre
80,bedrøvelig
81,bedrøvet
82,bedårende
83,begavet
84,begeistrede
85,begeistret
86,begivenhetsløs
87,begivenhetsrik
88,begjærlig
89,begrenset
90,begrunnet
91,behagelig
92,behendig
93,beinhard
94,beklagelig
95,bekreftende
96,bekymret
97,bekymringsfull
98,bekymringsfullt
99,bekymringsløs
100,belastet
101,beleilig
102,beleven
103,bemerkelsesverdig
104,beroligende
105,beruset
106,berømt
107,berøvet
108,besatt
109,beseiret
110,besk
111,beskjeden
112,beskyttende
113,besluttsom
114,beste
115,bestemt
116,bestialsk
117,besværlig
118,besynderlig
119,betatt
120,betenksom
121,betingelsesløs
122,betrodd
123,betydelig
124,betydelige
125,betydningsfull
126,betydningsløs
127,beundret
128,beundringsverdig
129,billig
130,billigere
131,billigste
132,bisarr
133,bisk
134,bitende
135,bitter
136,bittert
137,blakk
138,blasfemisk
139,blaut
140,bleik
141,bleike
142,blek
143,blendende
144,blid
145,blind
146,blinde
147,blodfattig
148,blodig
149,blodtørstig
150,blokkert
151,blomstrende
152,blyg
153,bløt
154,bombastisk
155,bornert
156,bortfalt
157,bortkastet
158,bortskjemte
159,bra
160,brakk
161,bratt
162,brent
163,briljant
164,brist
165,broderlig
166,brokete
167,brukbar
168,brukervennlig
169,brutal
170,brydd
171,brysk
172,brysom
173,brå
174,bråsint
175,brått
176,bulket
177,bydende
178,bærbar
179,bærekraftig
180,bølgete
181,bøyd
182,dagligdags
