worst	-3.18	0.38
ugly	-3.17	0.35
wicked	-3.10	0.38
dreadful	-3.02	0.37
hideous	-2.96	0.42
rotten	-2.81	0.45
nasty	-2.69	0.42
savage	-2.67	0.49
foul	-2.65	0.40
stricken	-2.64	0.43
silly	-2.64	0.49
wretched	-2.61	0.48
sick	-2.56	0.44
filthy	-2.54	0.51
miserable	-2.53	0.49
dirty	-2.48	0.51
troublesome	-2.47	0.47
ridiculous	-2.47	0.49
tired	-2.45	0.62
unbearable	-2.44	0.41
terrible	-2.42	0.46
fantastic	-2.40	0.58
dangerous	-2.38	0.44
awful	-2.36	0.52
allergic	-2.36	0.54
desperate	-2.35	0.45
blind	-2.34	0.60
stale	-2.32	0.48
bloody	-2.29	0.45
unfavorable	-2.27	0.47
helpless	-2.25	0.58
dead	-2.24	0.57
worse	-2.19	0.65
frightful	-2.15	0.58
stupid	-2.14	0.55
naked	-2.14	0.66
insane	-2.14	0.41
dismal	-2.14	0.47
alcoholic	-2.13	0.52
intolerable	-2.12	0.41
afraid	-2.11	0.48
appalling	-2.07	0.65
bourgeois	-2.07	0.75
starving	-2.06	0.51
lonely	-2.05	0.58
brutal	-2.04	0.62
utter	-2.03	0.54
timid	-2.03	0.59
pitiful	-2.02	0.55
uncomfortable	-2.01	0.82
weird	-2.00	0.59
acute	-1.98	0.47
feeble	-1.98	0.44
sore	-1.97	0.46
senseless	-1.94	0.24
drunken	-1.94	0.59
absurd	-1.94	0.48
cruel	-1.93	0.24
outrageous	-1.92	0.42
depressed	-1.92	0.83
ill	-1.91	0.68
damned	-1.90	0.59
ignorant	-1.89	0.60
bored	-1.89	0.90
vicious	-1.88	0.63
mad	-1.88	0.28
guilty	-1.87	0.40
angry	-1.87	0.91
disappointed	-1.86	0.89
monstrous	-1.86	0.62
annoying	-1.85	0.53
grotesque	-1.84	0.68
bewildered	-1.84	0.89
thirsty	-1.82	0.55
greedy	-1.82	0.39
worried	-1.81	0.79
frustrated	-1.81	0.80
incredible	-1.81	0.68
shocking	-1.80	0.45
disastrous	-1.79	0.40
inefficient	-1.79	0.47
uneasy	-1.78	0.91
sinister	-1.78	0.53
wounded	-1.77	0.62
dumb	-1.76	0.68
weak	-1.76	0.58
annoyed	-1.75	0.91
restless	-1.75	0.97
jealous	-1.75	0.54
terrifying	-1.74	0.56
cynical	-1.73	0.53
impatient	-1.73	0.98
hopeless	-1.72	0.48
rude	-1.71	0.16
damaging	-1.71	0.59
disgusted	-1.69	0.88
frightened	-1.69	0.49
cheap	-1.68	0.61
disabled	-1.68	0.55
assorted	-1.68	0.52
dissatisfied	-1.67	0.86
crazy	-1.67	0.64
mortal	-1.66	0.64
harmful	-1.66	0.58
tragic	-1.65	0.89
innocent	-1.65	0.59
weary	-1.62	0.43
persistent	-1.62	0.50
excess	-1.60	0.69
terrific	-1.60	0.52
immoral	-1.58	0.23
morbid	-1.58	0.38
corrupt	-1.57	0.67
futile	-1.56	0.16
astonishing	-1.55	0.61
ominous	-1.53	0.66
formidable	-1.53	0.56
undue	-1.52	0.67
dubious	-1.52	0.59
unbelievable	-1.52	0.68
liable	-1.51	0.65
undesirable	-1.51	0.77
chronic	-1.49	0.22
ragged	-1.49	0.68
pathetic	-1.49	0.50
lousy	-1.48	0.77
adverse	-1.48	0.55
crooked	-1.46	0.25
furious	-1.45	0.33
bleeding	-1.44	0.25
little	-1.44	0.57
worrying	-1.44	0.30
grim	-1.43	0.45
ashamed	-1.41	0.56
queer	-1.41	0.54
destructive	-1.40	0.74
selfish	-1.39	0.25
fascist	-1.39	1.01
dishonest	-1.39	0.28
aching	-1.38	0.20
cunning	-1.38	0.65
drunk	-1.38	0.36
hesitant	-1.36	0.79
lame	-1.36	0.70
capitalist	-1.36	0.94
sorry	-1.35	0.53
damn	-1.35	0.86
scared	-1.34	0.35
sordid	-1.34	0.20
unjust	-1.33	0.20
inadequate	-1.33	0.48
vulgar	-1.33	0.22
nervous	-1.33	0.54
embarrassed	-1.32	0.64
indispensable	-1.32	0.67
accidental	-1.31	0.70
sour	-1.31	0.47
frantic	-1.31	0.16
wasteful	-1.30	0.20
obscene	-1.30	0.15
juvenile	-1.29	0.73
ceremonial	-1.28	0.74
dazed	-1.28	0.29
illegal	-1.28	0.19
dreary	-1.28	0.21
unfair	-1.28	0.21
irrelevant	-1.27	0.11
illiterate	-1.27	0.72
outraged	-1.27	0.49
false	-1.27	0.64
sad	-1.27	0.71
irresistible	-1.26	0.67
incidental	-1.25	0.74
frightening	-1.24	0.89
unnecessary	-1.23	0.20
dull	-1.23	0.28
consecutive	-1.23	0.81
unnatural	-1.22	0.23
anxious	-1.20	0.96
apprehensive	-1.20	0.70
preposterous	-1.19	0.30
idle	-1.19	0.69
funny	-1.18	0.51
puzzled	-1.18	0.64
aged	-1.17	0.75
irresponsible	-1.17	0.20
hysterical	-1.16	0.23
generalized	-1.16	0.72
damp	-1.16	0.58
unwise	-1.15	0.18
fatal	-1.14	0.09
suspicious	-1.14	0.59
unreal	-1.13	0.22
numb	-1.13	0.21
difficult	-1.13	0.56
odd	-1.12	0.76
fearful	-1.12	0.18
severe	-1.12	0.17
sticky	-1.12	0.23
double	-1.12	0.74
sleepy	-1.11	0.40
serious	-1.11	0.23
tense	-1.11	0.55
insignificant	-1.10	0.12
bruised	-1.09	0.25
alarming	-1.08	0.27
improper	-1.08	0.18
stuffy	-1.07	0.22
neurotic	-1.07	0.69
asleep	-1.06	0.39
deadly	-1.06	0.19
indirect	-1.06	0.71
surprised	-1.05	0.52
susceptible	-1.04	0.60
useless	-1.04	0.17
totalitarian	-1.03	1.03
mere	-1.03	0.75
crippled	-1.03	0.40
swollen	-1.02	0.26
conspicuous	-1.02	0.81
violent	-1.01	0.15
inevitable	-1.01	0.20
drab	-1.01	0.24
widespread	-0.98	0.14
dependent	-0.97	0.14
deaf	-0.97	0.34
uncertain	-0.97	0.37
criminal	-0.96	0.19
hungry	-0.95	0.94
vague	-0.95	0.27
lonesome	-0.95	0.35
mute	-0.93	0.28
delinquent	-0.92	0.16
indignant	-0.92	0.50
incapable	-0.91	0.09
authoritative	-0.91	0.71
exaggerated	-0.90	0.15
stormy	-0.90	0.72
prevalent	-0.90	0.70
desolate	-0.89	0.16
staggering	-0.89	0.14
shaky	-0.89	0.16
inherent	-0.89	0.92
bleak	-0.88	0.22
wrong	-0.88	0.86
secret	-0.88	0.87
worthless	-0.87	0.11
turbulent	-0.87	0.82
wild	-0.86	0.18
arbitrary	-0.86	0.10
harmless	-0.85	0.20
goddam	-0.85	0.86
defensive	-0.84	0.23
cramped	-0.83	0.27
unaware	-0.82	0.18
crude	-0.82	0.19
indefinite	-0.82	0.14
melancholy	-0.82	0.67
amused	-0.81	0.56
marital	-0.81	0.79
battered	-0.81	0.17
subversive	-0.81	0.33
costly	-0.81	0.11
wry	-0.79	0.32
awkward	-0.79	0.27
limp	-0.79	0.31
brooding	-0.79	0.40
unemployed	-0.78	0.19
strongest	-0.78	0.86
urgent	-0.78	0.23
hostile	-0.77	0.18
irrational	-0.77	0.08
excessive	-0.77	0.12
unimportant	-0.77	0.19
bitter	-0.76	0.14
alleged	-0.76	0.15
hasty	-0.76	0.09
unreasonable	-0.75	0.12
gloomy	-0.75	0.21
foolish	-0.75	0.70
breathless	-0.75	0.23
conscious	-0.75	0.12
overwhelming	-0.74	0.19
raging	-0.73	0.16
blunt	-0.72	0.21
heaviest	-0.72	0.17
pregnant	-0.72	0.72
concerned	-0.72	0.36
sullen	-0.72	0.43
petty	-0.71	0.12
extreme	-0.71	0.12
unknown	-0.71	0.20
tattered	-0.70	0.25
astonished	-0.70	0.48
misleading	-0.69	0.13
greasy	-0.69	0.27
arid	-0.69	0.09
unprecedented	-0.69	0.22
aware	-0.69	0.26
unsatisfactory	-0.68	0.18
stiff	-0.68	0.27
phony	-0.68	0.21
overt	-0.67	0.13
devoid	-0.67	0.10
insistent	-0.66	0.20
crushing	-0.66	0.12
arrogant	-0.66	0.24
dizzy	-0.66	0.75
defiant	-0.65	0.26
whole	-0.65	0.15
unconscious	-0.65	0.12
strange	-0.65	0.81
irregular	-0.65	0.12
embarrassing	-0.64	0.79
stubborn	-0.63	0.21
unpredictable	-0.63	0.19
questionable	-0.63	0.14
immune	-0.63	0.12
hard	-0.62	0.70
impending	-0.62	0.19
spinal	-0.61	0.19
dusty	-0.61	0.21
blackened	-0.61	0.23
thermonuclear	-0.60	0.17
painful	-0.60	0.82
negligible	-0.59	0.15
belligerent	-0.59	0.22
careless	-0.59	0.23
obsolete	-0.59	0.11
slack	-0.59	0.10
imminent	-0.59	0.19
satisfying	-0.59	0.73
ailing	-0.58	0.33
poorer	-0.58	0.25
confusing	-0.58	0.33
authentic	-0.57	0.65
revolutionary	-0.57	0.28
unthinkable	-0.57	0.19
superficial	-0.56	0.15
amazed	-0.56	0.49
communist	-0.56	0.42
preoccupied	-0.56	0.36
notorious	-0.56	0.16
inferior	-0.56	0.17
meeker	-0.56	0.30
sly	-0.56	0.29
improbable	-0.56	0.33
outright	-0.55	0.13
puzzling	-0.55	0.32
stimulating	-0.54	0.78
partisan	-0.54	0.10
wary	-0.54	0.43
shabby	-0.53	0.29
clumsy	-0.53	0.18
unfinished	-0.53	0.18
close	-0.53	0.65
barren	-0.53	0.12
