wretched	-3.53	0.29
pathetic	-3.06	0.51
appalling	-3.06	0.52
hideous	-2.81	0.69
helpless	-2.76	0.58
starving	-2.76	0.71
sick	-2.73	0.48
terrible	-2.72	0.63
mad	-2.69	0.49
damned	-2.69	0.72
goddamned	-2.65	0.69
shocking	-2.62	0.72
hungry	-2.61	0.49
tragic	-2.61	0.77
dreadful	-2.39	0.71
wicked	-2.35	0.67
monstrous	-2.34	0.81
ill	-2.34	0.71
worst	-2.33	0.66
damn	-2.29	0.73
trivial	-2.29	0.81
phony	-2.23	0.80
painful	-2.22	0.87
filthy	-2.20	0.60
dumb	-2.19	0.64
elderly	-2.18	1.13
damaging	-2.15	0.92
frightening	-2.13	0.82
foul	-2.13	0.79
sour	-2.12	0.79
strange	-2.11	0.78
ugly	-2.11	0.74
insane	-2.10	0.66
weak	-2.10	0.59
disastrous	-2.10	0.77
retarded	-2.09	1.00
uncomfortable	-2.08	1.14
pious	-2.06	0.94
ridiculous	-2.06	0.65
furious	-2.06	0.85
gaping	-2.04	0.77
hopeless	-2.04	0.67
ghastly	-2.03	0.82
bleeding	-2.03	0.81
sore	-2.01	0.71
outraged	-2.01	0.64
aged	-1.99	1.18
handicapped	-1.98	1.12
goddam	-1.97	0.82
fucking	-1.95	0.82
lazy	-1.94	0.68
whole	-1.92	0.75
clumsy	-1.92	0.64
inadequate	-1.91	0.75
disabled	-1.91	1.14
uneasy	-1.89	1.23
dangerous	-1.88	0.82
unmarried	-1.88	0.70
inferior	-1.88	0.92
meaningless	-1.86	0.73
lonely	-1.85	0.90
frightened	-1.84	1.04
disadvantaged	-1.83	1.46
perverse	-1.83	0.74
crazy	-1.83	0.80
depressed	-1.83	1.13
devastating	-1.83	0.90
dazed	-1.83	0.97
unfamiliar	-1.82	0.80
nasty	-1.82	0.71
selfish	-1.80	0.65
ashamed	-1.80	1.15
paranoid	-1.79	0.73
ominous	-1.79	0.85
defective	-1.77	0.67
silly	-1.76	0.69
awful	-1.75	0.82
rotten	-1.75	0.77
nervous	-1.75	1.08
unemployed	-1.75	1.27
alien	-1.74	0.79
oppressed	-1.73	1.19
shaky	-1.71	0.70
poorer	-1.71	1.39
anxious	-1.70	1.14
thirsty	-1.69	0.77
terrifying	-1.68	0.84
hind	-1.68	0.68
rubber	-1.67	0.82
scared	-1.67	0.95
understandable	-1.67	0.88
uncertain	-1.65	1.12
miserable	-1.61	0.77
lesser	-1.61	0.81
scottish	-1.61	1.02
adverse	-1.61	1.10
artificial	-1.59	0.74
bourgeois	-1.59	0.84
weary	-1.59	0.92
distinct	-1.59	0.93
recent	-1.58	1.11
urban	-1.57	1.28
bloody	-1.57	0.35
crippled	-1.57	0.37
racist	-1.54	1.01
teenage	-1.53	0.85
weird	-1.53	0.85
nutritional	-1.53	0.99
odd	-1.53	0.76
stupid	-1.52	0.43
feeble	-1.51	0.82
blind	-1.51	0.37
tired	-1.50	0.71
unpredictable	-1.49	0.83
dead	-1.49	0.67
sickly	-1.48	0.99
older	-1.48	1.13
accidental	-1.48	1.00
afraid	-1.47	0.95
sullen	-1.46	1.05
desperate	-1.46	0.18
rural	-1.45	1.20
pitiful	-1.45	0.33
looseleaf	-1.45	0.71
restless	-1.44	0.72
chilling	-1.44	0.78
drunk	-1.44	0.40
middle	-1.43	1.06
adjoining	-1.41	1.03
disappointed	-1.41	1.20
jealous	-1.40	0.95
obscure	-1.39	1.01
immune	-1.38	0.97
corrupt	-1.38	0.91
peculiar	-1.37	0.71
harsh	-1.36	0.88
crushing	-1.36	0.97
boring	-1.36	0.75
developing	-1.35	1.07
dizzy	-1.34	0.60
bewildered	-1.33	0.76
bizarre	-1.32	0.87
undesirable	-1.29	0.92
muddy	-1.29	0.77
incredible	-1.27	0.81
greedy	-1.26	0.22
foolish	-1.26	0.21
childish	-1.26	0.23
projecting	-1.24	0.85
numb	-1.24	0.41
stunning	-1.23	0.90
mortal	-1.23	1.14
ailing	-1.22	0.33
impatient	-1.22	0.81
apprehensive	-1.21	0.85
bored	-1.21	0.74
greasy	-1.21	0.86
