ugly	-3.50	0.61
wretched	-3.38	0.41
stinking	-3.24	0.63
rotten	-3.16	0.59
brutal	-3.14	0.87
dreadful	-3.04	0.65
hideous	-3.04	0.66
pious	-3.02	0.57
worst	-2.86	0.68
foul	-2.84	0.61
terrible	-2.81	0.74
nasty	-2.72	0.56
tragic	-2.68	0.83
aged	-2.68	0.96
miserable	-2.61	0.48
vicious	-2.58	0.58
sour	-2.53	0.67
ignorant	-2.52	0.67
cruel	-2.51	0.57
sick	-2.50	0.56
fucking	-2.50	0.74
ill	-2.50	0.59
immoral	-2.49	0.68
weak	-2.48	0.50
intolerable	-2.47	0.69
dead	-2.43	0.68
terrifying	-2.42	0.71
unwanted	-2.40	0.72
disastrous	-2.34	0.75
incompetent	-2.33	0.57
selfish	-2.33	0.60
helpless	-2.28	0.59
disabled	-2.28	0.94
cynical	-2.26	0.69
bloody	-2.26	0.69
grotesque	-2.23	0.79
appalling	-2.18	0.74
goddamned	-2.17	0.78
poorer	-2.16	1.08
unbearable	-2.16	0.73
childish	-2.16	0.73
worse	-2.15	0.79
corrupt	-2.15	0.85
frightening	-2.14	0.66
bleeding	-2.14	0.70
worthless	-2.11	0.65
elderly	-2.11	1.14
vulgar	-2.09	0.75
handicapped	-2.09	1.05
careless	-2.08	0.59
starving	-2.07	0.83
unmarried	-2.04	1.06
little	-2.03	0.62
unavoidable	-2.03	0.77
awful	-2.01	0.79
feeble	-2.00	0.70
drunk	-1.99	0.76
unpredictable	-1.97	0.73
retarded	-1.95	0.91
unstable	-1.95	0.73
unemployed	-1.93	1.19
dreaded	-1.92	0.81
battered	-1.92	0.75
filthy	-1.91	0.65
inadequate	-1.91	0.86
hispanic	-1.91	1.27
murderous	-1.90	0.89
absurd	-1.89	0.75
greedy	-1.89	0.72
outrageous	-1.88	0.71
dumb	-1.88	0.81
agonizing	-1.88	0.83
destructive	-1.87	0.69
dangerous	-1.86	0.66
rural	-1.86	1.12
inevitable	-1.83	0.81
repressive	-1.83	1.07
homeless	-1.83	1.12
dependent	-1.83	0.96
pathetic	-1.81	0.26
damned	-1.77	0.45
defective	-1.77	0.82
grim	-1.76	0.68
fatal	-1.76	0.67
immigrant	-1.75	1.20
inferior	-1.75	0.78
stinging	-1.73	0.74
obsessed	-1.73	0.76
sinister	-1.73	0.71
unthinkable	-1.73	0.83
solitary	-1.71	0.79
tedious	-1.69	0.80
impoverished	-1.68	1.18
dismal	-1.67	0.58
bizarre	-1.67	0.68
crooked	-1.66	0.24
dental	-1.66	0.87
drunken	-1.66	0.29
bored	-1.65	0.96
depressed	-1.65	1.02
pitiful	-1.64	0.64
sore	-1.63	0.70
stale	-1.62	0.74
accidental	-1.61	0.75
weird	-1.60	0.80
troubled	-1.57	1.04
alarming	-1.56	0.85
unfamiliar	-1.55	1.00
boring	-1.55	0.69
chilling	-1.54	0.90
ruthless	-1.53	0.86
maternal	-1.53	0.89
petty	-1.52	0.31
weary	-1.52	1.10
totalitarian	-1.51	1.21
present	-1.50	0.93
impatient	-1.50	1.27
arrogant	-1.50	0.32
monstrous	-1.50	0.29
mobile	-1.49	1.02
prone	-1.49	0.78
gloomy	-1.49	0.84
stupid	-1.48	0.52
goddamn	-1.48	0.85
lonely	-1.46	0.88
desperate	-1.44	0.43
embarrassing	-1.44	0.82
scared	-1.43	0.92
mad	-1.41	0.49
savage	-1.41	0.35
hopeless	-1.40	0.28
benign	-1.40	0.85
irresponsible	-1.39	0.27
suspicious	-1.38	1.26
faint	-1.38	1.07
blind	-1.37	0.34
angry	-1.36	1.13
tired	-1.36	1.07
nervous	-1.36	1.18
strange	-1.35	0.83
agitated	-1.35	1.20
hungry	-1.35	0.50
exaggerated	-1.34	0.88
frightened	-1.34	1.15
assistant	-1.33	0.97
anxious	-1.33	1.30
different	-1.32	0.78
wary	-1.32	1.21
lazy	-1.32	0.26
distinct	-1.32	1.07
racist	-1.31	0.30
cunning	-1.31	0.96
reckless	-1.30	0.22
old	-1.29	0.91
crazy	-1.29	1.03
defiant	-1.27	0.78
surviving	-1.27	0.27
useless	-1.26	0.25
isolated	-1.26	0.30
furious	-1.25	0.41
jealous	-1.24	0.93
queer	-1.24	0.85
static	-1.24	0.96
youngest	-1.23	1.02
worrying	-1.23	0.39
uneasy	-1.22	1.22
tense	-1.21	1.23
distinctive	-1.21	1.00
sharp	-1.20	0.95
unexpected	-1.20	0.96
lonesome	-1.20	0.98
mortal	-1.19	1.09
uncomfortable	-1.19	1.23
ailing	-1.19	0.23
bruised	-1.17	0.20
deadly	-1.17	0.23
disappointing	-1.17	0.80
violent	-1.17	0.27
irrational	-1.16	0.27
giant	-1.15	1.06
influential	-1.15	1.14
foolish	-1.15	0.45
lesser	-1.14	1.16
concerned	-1.14	1.18
obscene	-1.13	0.20
past	-1.13	0.74
idle	-1.12	0.17
negative	-1.12	0.98
fearful	-1.12	0.82
limp	-1.11	0.23
indifferent	-1.11	0.25
gay	-1.11	0.81
rotting	-1.11	0.33
messy	-1.10	0.18
charred	-1.10	0.30
harsh	-1.10	0.23
ghastly	-1.10	0.26
naive	-1.09	0.26
ashamed	-1.09	1.05
scary	-1.09	0.76
supernatural	-1.09	1.17
dirty	-1.09	0.33
speechless	-1.07	0.28
aware	-1.07	1.11
whole	-1.07	0.93
susceptible	-1.06	0.17
arbitrary	-1.06	0.27
shabby	-1.05	0.93
runaway	-1.05	0.35
mysterious	-1.04	0.90
premature	-1.04	0.26
precarious	-1.03	0.18
aching	-1.03	0.22
hysterical	-1.02	0.46
stricken	-1.00	0.18
numb	-1.00	0.23
devoid	-0.99	0.18
unacceptable	-0.99	0.24
nazi	-0.99	0.29
dizzy	-0.99	0.40
howling	-0.99	0.16
paranoid	-0.99	0.25
sloppy	-0.98	0.97
relentless	-0.98	0.27
shocking	-0.98	0.22
futile	-0.98	0.15
powerless	-0.97	0.21
rusty	-0.97	0.18
bitter	-0.96	0.84
painful	-0.93	0.29
unnecessary	-0.93	0.19
inefficient	-0.93	0.22
inappropriate	-0.93	0.24
bureaucratic	-0.92	0.25
padded	-0.92	0.95
improper	-0.92	0.21
mental	-0.91	0.15
unbelievable	-0.90	0.83
famous	-0.90	1.15
devastating	-0.90	0.32
guilty	-0.89	0.24
ferocious	-0.89	0.97
unsure	-0.89	0.51
hot	-0.88	0.80
unfair	-0.88	0.19
criminal	-0.87	0.16
rude	-0.87	0.39
minor	-0.87	0.23
bankrupt	-0.86	0.15
unrelated	-0.85	0.13
innocent	-0.84	0.96
disgusted	-0.84	0.87
illegal	-0.84	0.16
insane	-0.83	0.31
dreary	-0.83	0.23
rich	-0.83	0.95
pointless	-0.82	0.30
ominous	-0.82	0.36
awake	-0.82	0.37
harmless	-0.82	0.31
deaf	-0.81	0.24
macho	-0.81	0.17
restless	-0.81	0.68
throbbing	-0.81	0.26
infamous	-0.80	0.20
medical	-0.80	0.21
desolate	-0.80	0.26
mocking	-0.79	0.28
outright	-0.79	0.22
ineffective	-0.79	0.19
unpopular	-0.79	0.21
dull	-0.79	0.20
dazed	-0.79	0.30
blackened	-0.78	0.26
awkward	-0.78	0.34
preoccupied	-0.77	0.54
erratic	-0.77	0.18
puffing	-0.77	0.23
asleep	-0.76	0.41
absent	-0.75	0.15
hesitant	-0.75	0.39
meaningless	-0.74	0.15
notorious	-0.74	0.12
fake	-0.74	0.39
deliberate	-0.73	0.16
lousy	-0.73	1.14
funny	-0.73	0.88
mock	-0.72	0.17
burning	-0.71	0.32
bewildered	-0.71	0.64
shaky	-0.71	0.22
juvenile	-0.70	0.13
irrelevant	-0.70	0.19
utter	-0.70	0.20
damn	-0.70	1.12
tame	-0.70	0.24
uncertain	-0.70	0.47
impending	-0.70	0.20
breathless	-0.69	0.38
disturbing	-0.69	0.40
beloved	-0.68	0.84
bleak	-0.68	0.32
crushing	-0.68	0.28
inconsistent	-0.68	0.18
raging	-0.67	0.15
obsolete	-0.67	0.09
aging	-0.67	0.20
mexican	-0.67	0.39
balder	-0.67	0.98
serious	-0.67	0.30
liable	-0.66	0.20
harmful	-0.66	0.12
lethal	-0.66	0.16
severe	-0.65	0.18
unconscious	-0.65	0.15
treacherous	-0.65	0.16
piercing	-0.65	0.24
mute	-0.64	0.27
unreliable	-0.64	0.18
offensive	-0.64	0.18
phony	-0.64	1.03
romantic	-0.64	0.87
magical	-0.63	1.06
chaotic	-0.63	0.22
sad	-0.62	0.91
urban	-0.62	0.56
moody	-0.60	0.41
cheap	-0.60	0.23
valerian	-0.60	0.33
nonexistent	-0.60	0.14
shrill	-0.59	0.30
psychic	-0.59	0.16
buzzing	-0.59	0.18
afraid	-0.59	1.17
reactionary	-0.58	0.24
lifeless	-0.58	0.18
consulting	-0.58	0.13
confusing	-0.58	0.30
unnatural	-0.58	0.22
indigenous	-0.58	0.41
eerie	-0.58	0.38
unmistakable	-0.57	0.33
unsuccessful	-0.57	0.13
raw	-0.57	0.26
uncanny	-0.56	0.33
marital	-0.56	0.20
communist	-0.56	0.37
alien	-0.55	0.28
frustrating	-0.55	0.96
apt	-0.55	0.19
asian	-0.54	0.32
momentary	-0.54	0.29
surgical	-0.54	0.17
frantic	-0.54	0.53
hectic	-0.54	0.21
adamant	-0.54	0.23
commonplace	-0.53	0.22
smarter	-0.53	0.30
older	-0.52	0.46
facial	-0.52	0.13
depressing	-0.51	0.93
unaware	-0.51	0.26
skinny	-0.50	0.24
latin	-0.50	0.37
frosty	-0.50	0.15
annoyed	-0.50	0.90
baltic	-0.50	0.08
trivial	-0.50	0.17
frail	-0.50	0.36
conflicting	-0.50	0.22
existing	-0.50	0.09
stray	-0.50	0.17
feverish	-0.50	0.31
obscure	-0.50	0.22
sudden	-0.49	0.35
editorial	-0.49	1.28
hostile	-0.49	0.49
nationwide	-0.49	0.21
marxist	-0.49	0.37
wrong	-0.49	1.15
muffled	-0.48	0.31
penal	-0.48	0.13
vulnerable	-0.48	0.14
unnoticed	-0.48	0.10
comic	-0.48	0.20
armed	-0.48	0.20
weaker	-0.48	0.24
unreasonable	-0.47	0.20
exempt	-0.47	0.25
captive	-0.47	0.23
contradictory	-0.47	0.28
audible	-0.47	0.16
risky	-0.47	0.21
crude	-0.46	0.13
diagnostic	-0.46	0.12
ragged	-0.46	0.20
polish	-0.46	0.15
methodist	-0.46	0.18
unimportant	-0.46	0.10
doubtful	-0.46	0.56
silly	-0.46	0.88
native	-0.46	0.30
distant	-0.45	0.37
fierce	-0.45	0.29
african	-0.45	0.33
excessive	-0.45	0.14
chronic	-0.45	0.17
puzzled	-0.44	0.69
teenage	-0.44	0.42
motionless	-0.44	0.21
false	-0.44	0.29
